x-axis,2
second,Volt
-26.45000E-06,-90.76641500E-03
-26.43850E-06,-90.76641500E-03
-26.42700E-06,-90.76641500E-03
-26.41550E-06,+110.23861170E-03
-26.40400E-06,-90.76641500E-03
-26.39250E-06,-90.76641500E-03
-26.38100E-06,-90.76641500E-03
-26.36950E-06,+110.23861170E-03
-26.35800E-06,-90.76641500E-03
-26.34650E-06,-90.76641500E-03
-26.33500E-06,+110.23861170E-03
-26.32350E-06,-90.76641500E-03
-26.31200E-06,+110.23861170E-03
-26.30050E-06,-90.76641500E-03
-26.28900E-06,-90.76641500E-03
-26.27750E-06,-90.76641500E-03
-26.26600E-06,-90.76641499E-03
-26.25450E-06,-90.76641500E-03
-26.24300E-06,-90.76641500E-03
-26.23150E-06,-90.76641500E-03
-26.22000E-06,-90.76641500E-03
-26.20850E-06,-90.76641500E-03
-26.19700E-06,-90.76641499E-03
-26.18550E-06,-90.76641500E-03
-26.17400E-06,+110.23861168E-03
-26.16250E-06,-90.76641500E-03
-26.15100E-06,-90.76641500E-03
-26.13950E-06,+110.23861170E-03
-26.12800E-06,+110.23861170E-03
-26.11650E-06,-90.76641500E-03
-26.10500E-06,-90.76641500E-03
-26.09350E-06,-90.76641500E-03
-26.08200E-06,-90.76641500E-03
-26.07050E-06,-90.76641500E-03
-26.05900E-06,-90.76641500E-03
-26.04750E-06,-90.76641500E-03
-26.03600E-06,+110.23861170E-03
-26.02450E-06,-90.76641500E-03
-26.01300E-06,-90.76641498E-03
-26.00150E-06,-90.76641500E-03
-25.99000E-06,-90.76641500E-03
-25.97850E-06,-90.76641500E-03
-25.96700E-06,-90.76641500E-03
-25.95550E-06,-90.76641500E-03
-25.94400E-06,-90.76641500E-03
-25.93250E-06,-90.76641500E-03
-25.92100E-06,-90.76641500E-03
-25.90950E-06,-90.76641500E-03
-25.89800E-06,-90.76641500E-03
-25.88650E-06,+110.23861170E-03
-25.87500E-06,+110.23861170E-03
-25.86350E-06,-90.76641500E-03
-25.85200E-06,+110.23861170E-03
-25.84050E-06,-90.76641500E-03
-25.82900E-06,-90.76641500E-03
-25.81750E-06,-90.76641500E-03
-25.80600E-06,+110.23861170E-03
-25.79450E-06,+110.23861170E-03
-25.78300E-06,+110.23861170E-03
-25.77150E-06,-90.76641500E-03
-25.76000E-06,-90.76641500E-03
-25.74850E-06,-90.76641500E-03
-25.73700E-06,-90.76641500E-03
-25.72550E-06,-90.76641504E-03
-25.71400E-06,+110.23861170E-03
-25.70250E-06,-90.76641500E-03
-25.69100E-06,-90.76641500E-03
-25.67950E-06,-90.76641500E-03
-25.66800E-06,-90.76641500E-03
-25.65650E-06,-90.76641500E-03
-25.64500E-06,-90.76641500E-03
-25.63350E-06,-90.76641500E-03
-25.62200E-06,-90.76641500E-03
-25.61050E-06,-90.76641500E-03
-25.59900E-06,-90.76641500E-03
-25.58750E-06,-90.76641500E-03
-25.57600E-06,+110.23861170E-03
-25.56450E-06,-90.76641500E-03
-25.55300E-06,-90.76641500E-03
-25.54150E-06,-90.76641500E-03
-25.53000E-06,-90.76641500E-03
-25.51850E-06,+110.23861170E-03
-25.50700E-06,-90.76641500E-03
-25.49550E-06,-90.76641505E-03
-25.48400E-06,-90.76641500E-03
-25.47250E-06,-90.76641500E-03
-25.46100E-06,+110.23861170E-03
-25.44950E-06,-90.76641500E-03
-25.43800E-06,+110.23861170E-03
-25.42650E-06,-90.76641500E-03
-25.41500E-06,-90.76641500E-03
-25.40350E-06,-90.76641500E-03
-25.39200E-06,-90.76641500E-03
-25.38050E-06,-90.76641500E-03
-25.36900E-06,-90.76641500E-03
-25.35750E-06,+110.23861170E-03
-25.34600E-06,-90.76641500E-03
-25.33450E-06,-90.76641500E-03
-25.32300E-06,-90.76641500E-03
-25.31150E-06,-90.76641500E-03
-25.30000E-06,-90.76641500E-03
-25.28850E-06,-90.76641500E-03
-25.27700E-06,-90.76641500E-03
-25.26550E-06,-90.76641500E-03
-25.25400E-06,-90.76641500E-03
-25.24250E-06,-90.76641500E-03
-25.23100E-06,-90.76641500E-03
-25.21950E-06,-90.76641500E-03
-25.20800E-06,-90.76641500E-03
-25.19650E-06,-90.76641500E-03
-25.18500E-06,-90.76641500E-03
-25.17350E-06,-90.76641500E-03
-25.16200E-06,+110.23861170E-03
-25.15050E-06,+110.23861163E-03
-25.13900E-06,-90.76641500E-03
-25.12750E-06,-90.76641500E-03
-25.11600E-06,+110.23861170E-03
-25.10450E-06,-90.76641500E-03
-25.09300E-06,-90.76641500E-03
-25.08150E-06,-90.76641500E-03
-25.07000E-06,-90.76641500E-03
-25.05850E-06,-90.76641500E-03
-25.04700E-06,-90.76641500E-03
-25.03550E-06,-90.76641500E-03
-25.02400E-06,-90.76641500E-03
-25.01250E-06,-90.76641500E-03
-25.00100E-06,-90.76641500E-03
-24.98950E-06,-90.76641500E-03
