x-axis,1,2
second,Volt,Volt
-10.00000E-06,+15.45165902376E+00,+3.61808872223E+00
-9.99000E-06,+15.45165902376E+00,-402.01187134E-03
-9.98000E-06,+15.45165902376E+00,-402.01187134E-03
-9.97000E-06,+15.45165902376E+00,-402.01187134E-03
-9.96000E-06,+15.85366907716E+00,-402.01187134E-03
-9.95000E-06,+15.85366907716E+00,+3.61808872221E+00
-9.94000E-06,+15.85366907716E+00,-402.01187134E-03
-9.93000E-06,+15.45165902376E+00,+3.61808872223E+00
-9.92000E-06,+15.85366907716E+00,+7.63818931578E+00
-9.91000E-06,+15.45165902376E+00,+3.61808872223E+00
-9.90000E-06,+15.45165902376E+00,+7.63818931578E+00
-9.89000E-06,+15.45165902376E+00,+3.61808872224E+00
-9.88000E-06,+15.85366907716E+00,+7.63818931580E+00
-9.87000E-06,+15.45165902376E+00,+3.61808872224E+00
-9.86000E-06,+15.85366907716E+00,+3.61808872223E+00
-9.85000E-06,+15.85366907716E+00,+7.63818931578E+00
-9.84000E-06,+16.25567913055E+00,-402.01187134E-03
-9.83000E-06,+15.85366907716E+00,+3.61808872223E+00
-9.82000E-06,+15.45165902376E+00,+7.63818931580E+00
-9.81000E-06,+15.85366907716E+00,+3.61808872223E+00
-9.80000E-06,+15.85366907716E+00,+11.65828990935E+00
-9.79000E-06,+15.85366907716E+00,+7.63818931578E+00
-9.78000E-06,+15.45165902376E+00,+7.63818931580E+00
-9.77000E-06,+15.45165902376E+00,+7.63818931577E+00
-9.76000E-06,+15.45165902376E+00,+3.61808872223E+00
-9.75000E-06,+15.85366907716E+00,+3.61808872223E+00
-9.74000E-06,+15.45165902377E+00,+7.63818931577E+00
-9.73000E-06,+15.85366907716E+00,+7.63818931580E+00
-9.72000E-06,+15.85366907716E+00,+3.61808872220E+00
-9.71000E-06,+15.45165902376E+00,+3.61808872220E+00
-9.70000E-06,+15.85366907716E+00,+7.63818931580E+00
-9.69000E-06,+15.45165902376E+00,+7.63818931577E+00
-9.68000E-06,+15.45165902376E+00,-402.01187134E-03
-9.67000E-06,+15.45165902376E+00,+3.61808872223E+00
-9.66000E-06,+15.45165902376E+00,+7.63818931577E+00
-9.65000E-06,+15.85366907716E+00,+3.61808872226E+00
-9.64000E-06,+15.85366907716E+00,-402.01187134E-03
-9.63000E-06,+15.45165902376E+00,+7.63818931577E+00
-9.62000E-06,+15.45165902376E+00,+7.63818931574E+00
-9.61000E-06,+15.85366907716E+00,+7.63818931577E+00
-9.60000E-06,+15.85366907716E+00,+7.63818931580E+00
