x-axis,1,2
second,Volt,Volt
-10.00000E-06,-41.54749529E-03,-183.22269214E-03
-9.99000E-06,-169.00262639E-03,-201.03435974E-03
-9.98000E-06,-167.74545927E-03,-273.80509867E-03
-9.97000E-06,-294.60470849E-03,-95.42112554E-03
-9.96000E-06,-151.90459570E-03,-178.23212809E-03
-9.95000E-06,-194.21276675E-03,-227.31021030E-03
-9.94000E-06,-191.55437775E-03,-111.84599141E-03
-9.93000E-06,-166.49122065E-03,-148.35602039E-03
-9.92000E-06,-324.11836271E-03,-144.68362467E-03
-9.91000E-06,-280.11472434E-03,-208.61184892E-03
-9.90000E-06,-148.07075893E-03,-208.72028291E-03
-9.89000E-06,-148.74836015E-03,-103.72655843E-03
-9.88000E-06,-246.53364988E-03,-22.10459844E-03
-9.87000E-06,-203.32768161E-03,-196.85461960E-03
-9.86000E-06,-278.98264639E-03,-208.34183812E-03
-9.85000E-06,-217.08233107E-03,-226.10545103E-03
-9.84000E-06,-195.62891008E-03,-195.03984848E-03
-9.83000E-06,-168.51523880E-03,-63.88967521E-03
-9.82000E-06,-231.70019345E-03,-248.15328062E-03
-9.81000E-06,-176.82606874E-03,-232.77555465E-03
-9.80000E-06,-101.02035547E-03,-208.90583054E-03
-9.79000E-06,-167.96091386E-03,-158.14832182E-03
-9.78000E-06,-174.38773628E-03,-145.86701374E-03
-9.77000E-06,-174.33000281E-03,-198.93555715E-03
-9.76000E-06,-201.95337413E-03,-229.83426860E-03
-9.75000E-06,-135.65206743E-03,-191.04260308E-03
-9.74000E-06,-260.22331433E-03,-264.88196518E-03
-9.73000E-06,-127.97212203E-03,-237.87319585E-03
-9.72000E-06,-103.59200482E-03,-219.75940560E-03
-9.71000E-06,-164.40040460E-03,-156.33309843E-03
-9.70000E-06,-238.30412094E-03,-248.81100795E-03
-9.69000E-06,-174.85462430E-03,-207.63582996E-03
-9.68000E-06,-149.72564548E-03,-152.01394316E-03
-9.67000E-06,-158.68381538E-03,-208.92143418E-03
-9.66000E-06,-174.17395511E-03,-167.61419060E-03
-9.65000E-06,-187.37107222E-03,-139.67937918E-03
-9.64000E-06,-258.12705962E-03,-128.28352110E-03
-9.63000E-06,-112.76465315E-03,-248.53059472E-03
-9.62000E-06,-8.92920306E-03,-136.95744864E-03
-9.61000E-06,-135.57285823E-03,-160.32593410E-03
-9.60000E-06,-144.23078622E-03,-153.06413594E-03
-9.59000E-06,-94.52004142E-03,-149.04665104E-03
-9.58000E-06,-300.38405148E-03,-212.29385557E-03
-9.57000E-06,-11.12921066E-03,-199.86092082E-03
