x-axis,F1
second,Volt
-11.57000E-06,-5.42700907E-03
-11.56000E-06,-5.47602471E-03
-11.55000E-06,-5.46128779E-03
-11.54000E-06,-6.46972656E-03
-11.53000E-06,-5.95950108E-03
-11.52000E-06,-5.83161510E-03
-11.51000E-06,-2.28693230E-03
-11.50000E-06,-6.74011824E-03
-11.49000E-06,-6.71386719E-03
-11.48000E-06,-5.13572789E-03
-11.47000E-06,-6.58530736E-03
-11.46000E-06,-5.49316406E-03
-11.45000E-06,-5.49316406E-03
-11.44000E-06,-4.10692697E-03
-11.43000E-06,-5.60552207E-03
-11.42000E-06,-5.49316406E-03
-11.41000E-06,-4.77506893E-03
-11.40000E-06,-4.79543108E-03
-11.39000E-06,-5.82100921E-03
-11.38000E-06,-6.44842688E-03
-11.37000E-06,-4.39727062E-03
-11.36000E-06,-5.75069389E-03
-11.35000E-06,-7.02926066E-03
-11.34000E-06,-6.14094388E-03
-11.33000E-06,-6.33606887E-03
-11.32000E-06,-7.93457031E-03
-11.31000E-06,-3.31831144E-03
-11.30000E-06,-6.71386719E-03
-11.29000E-06,-4.76830108E-03
-11.28000E-06,-4.87028758E-03
-11.27000E-06,-4.70021242E-03
-11.26000E-06,-3.71462612E-03
-11.25000E-06,-6.71386719E-03
-11.24000E-06,-4.43008443E-03
-11.23000E-06,-6.71386719E-03
-11.22000E-06,-6.71386719E-03
-11.21000E-06,-4.51660156E-03
-11.20000E-06,-7.42592692E-03
-11.19000E-06,-5.80726842E-03
-11.18000E-06,-5.49316406E-03
-11.17000E-06,-6.04010000E-03
-11.16000E-06,-4.19215499E-03
-11.15000E-06,-4.51660156E-03
-11.14000E-06,-5.11516066E-03
-11.13000E-06,-6.54578429E-03
-11.12000E-06,-5.73730469E-03
-11.11000E-06,-4.26375942E-03
-11.10000E-06,-6.99161267E-03
-11.09000E-06,-4.58208270E-03
-11.08000E-06,-7.41373893E-03
-11.07000E-06,-5.07868459E-03
-11.06000E-06,-5.72954071E-03
-11.05000E-06,-7.77293299E-03
-11.04000E-06,-7.35602178E-03
-11.03000E-06,-5.73730469E-03
-11.02000E-06,-6.60218303E-03
-11.01000E-06,-8.68747152E-03
-11.00000E-06,-7.00019700E-03
