x-axis,1,2,F1
second,Volt,Volt,Volt
-6.63400E-06,-7.95932795171E+00,+638.77054568E-03,+8.59830936703E+00
-6.60900E-06,-7.95913671750E+00,+640.40655177E-03,+8.59977039746E+00
-6.58400E-06,-7.96001351545E+00,+640.08973765E-03,+8.60032070354E+00
-6.55900E-06,-7.95951119585E+00,+640.65771157E-03,+8.60039290743E+00
-6.53400E-06,-7.96184301710E+00,+641.40892962E-03,+8.60346053156E+00
-6.50900E-06,-7.96284313361E+00,+641.09611054E-03,+8.60415021448E+00
-6.48400E-06,-7.96548604024E+00,+641.88128643E-03,+8.60757974870E+00
-6.45900E-06,-7.96391116578E+00,+642.60254169E-03,+8.60673039759E+00
-6.43400E-06,-7.96322665734E+00,+643.26213768E-03,+8.60670560970E+00
-6.40900E-06,-7.96340884619E+00,+643.45163820E-03,+8.60707544062E+00
-6.38400E-06,-7.96453574865E+00,+643.89229852E-03,+8.60864587788E+00
-6.35900E-06,-7.96674183924E+00,+643.67057387E-03,+8.61063402378E+00
-6.33400E-06,-7.96579607033E+00,+643.63834973E-03,+8.60966092070E+00
-6.30900E-06,-7.96711526230E+00,+646.49566934E-03,+8.61383996184E+00
-6.28400E-06,-7.96686410250E+00,+645.49155779E-03,+8.61256755475E+00
-6.25900E-06,-7.96717971057E+00,+646.59234174E-03,+8.61400127888E+00
-6.23400E-06,-7.96711420701E+00,+647.37751763E-03,+8.61470463663E+00
-6.20900E-06,-7.96824879803E+00,+647.12688547E-03,+8.61559689193E+00
-6.18400E-06,-7.96742981508E+00,+647.50256988E-03,+8.61515580987E+00
-6.15900E-06,-7.96875111763E+00,+648.94681411E-03,+8.61790752894E+00
-6.13400E-06,-7.96768414075E+00,+648.94786940E-03,+8.61685085811E+00
-6.10900E-06,-7.97138739099E+00,+650.01484628E-03,+8.62161772703E+00
-6.08400E-06,-7.96950459703E+00,+650.07967144E-03,+8.61979616465E+00
-6.05900E-06,-7.97032041411E+00,+650.51822117E-03,+8.62105694305E+00
-6.03400E-06,-7.97220426336E+00,+650.20329151E-03,+8.62262289196E+00
-6.00900E-06,-7.97176609052E+00,+651.27222821E-03,+8.62324562810E+00
-5.98400E-06,-7.97346111765E+00,+652.87374883E-03,+8.62655010719E+00
-5.95900E-06,-7.97346111765E+00,+652.65375787E-03,+8.62633121619E+00
-5.93400E-06,-7.97101155583E+00,+653.12528552E-03,+8.62434940320E+00
-5.90900E-06,-7.97189076588E+00,+653.65892471E-03,+8.62576885718E+00
-5.88400E-06,-7.97465457897E+00,+654.63254582E-03,+8.62951201830E+00
-5.85900E-06,-7.97490573877E+00,+656.01445237E-03,+8.63113691932E+00
-5.83400E-06,-7.97346111765E+00,+656.67419911E-03,+8.63035596932E+00
-5.80900E-06,-7.97383770660E+00,+655.41757095E-03,+8.62948033029E+00
-5.78400E-06,-7.97503146942E+00,+656.95705540E-03,+8.63219991135E+00
-5.75900E-06,-7.97503146942E+00,+656.36017398E-03,+8.63160601433E+00
-5.73400E-06,-7.97616153777E+00,+656.45473580E-03,+8.63282452135E+00
-5.70900E-06,-7.97679094483E+00,+657.67936595E-03,+8.63469370246E+00
-5.68400E-06,-7.97804810063E+00,+659.12413783E-03,+8.63738212051E+00
-5.65900E-06,-7.97565786136E+00,+657.74140212E-03,+8.63360846554E+00
-5.63400E-06,-7.97917816897E+00,+659.43733379E-03,+8.63884258257E+00
-5.60900E-06,-7.97904836790E+00,+660.31774990E-03,+8.63957770919E+00
-5.58400E-06,-7.97766849656E+00,+661.22918409E-03,+8.63912334957E+00
-5.55900E-06,-7.97710685441E+00,+661.38442526E-03,+8.63871898059E+00
-5.53400E-06,-7.97817352977E+00,+662.29585945E-03,+8.64068719961E+00
-5.50900E-06,-7.97974252474E+00,+662.29585945E-03,+8.64224834961E+00
-5.48400E-06,-7.97760374678E+00,+662.54634085E-03,+8.64037728293E+00
-5.45900E-06,-7.97974252474E+00,+663.49014993E-03,+8.64346108271E+00
-5.43400E-06,-7.98231615890E+00,+663.58267653E-03,+8.64611391269E+00
-5.40900E-06,-7.98162878609E+00,+665.12065342E-03,+8.64696026375E+00
-5.38400E-06,-7.98137762629E+00,+664.65138711E-03,+8.64624343977E+00
-5.35900E-06,-7.98030175480E+00,+665.43656299E-03,+8.64595709573E+00
-5.33400E-06,-7.98332079810E+00,+665.43656299E-03,+8.64898255981E+00
-5.30900E-06,-7.98238739120E+00,+666.46965742E-03,+8.64907104130E+00
-5.28400E-06,-7.98382311770E+00,+667.79209065E-03,+8.65182611785E+00
-5.25900E-06,-7.98207148162E+00,+667.60243937E-03,+8.64989453691E+00
-5.23400E-06,-7.98432543730E+00,+668.57726654E-03,+8.65312959770E+00
-5.20900E-06,-7.98276021124E+00,+667.85359917E-03,+8.65082972689E+00
-5.18400E-06,-7.98363158197E+00,+669.77344146E-03,+8.65363139793E+00
-5.15900E-06,-7.98445358005E+00,+669.52228166E-03,+8.65419938202E+00
-5.13400E-06,-7.98496479426E+00,+670.14761831E-03,+8.65534103742E+00
-5.10900E-06,-7.98219826757E+00,+670.93279419E-03,+8.65334127453E+00
-5.08400E-06,-7.98426204432E+00,+670.24338617E-03,+8.65472630296E+00
-5.05900E-06,-7.98596430775E+00,+671.74778211E-03,+8.65794041616E+00
-5.03400E-06,-7.98759428359E+00,+672.34775403E-03,+8.66016014116E+00
-5.00900E-06,-7.98703233992E+00,+672.50314596E-03,+8.65975562218E+00
-4.98400E-06,-7.98678118013E+00,+672.47521838E-03,+8.65947793023E+00
-4.95900E-06,-7.98653002033E+00,+673.79441035E-03,+8.66054849035E+00
-4.93400E-06,-7.98784921230E+00,+673.41578620E-03,+8.66148045058E+00
-4.90900E-06,-7.98759051469E+00,+675.64196505E-03,+8.66345848656E+00
-4.88400E-06,-7.98965941715E+00,+675.64384951E-03,+8.66552282431E+00
-4.85900E-06,-7.99023643644E+00,+675.64384951E-03,+8.66609311235E+00
-4.83400E-06,-7.98998527664E+00,+676.80388064E-03,+8.66699743933E+00
-4.80900E-06,-7.98916463536E+00,+677.71463642E-03,+8.66708710326E+00
-4.78400E-06,-7.98916463536E+00,+677.99937716E-03,+8.66737042030E+00
-4.75900E-06,-7.99086931089E+00,+677.96579622E-03,+8.66905757349E+00
-4.73400E-06,-7.99248933683E+00,+678.69255409E-03,+8.67139262339E+00
-4.70900E-06,-7.99230533891E+00,+679.56972893E-03,+8.67208233443E+00
-4.68400E-06,-7.99093270387E+00,+680.25604645E-03,+8.67139944850E+00
-4.65900E-06,-7.99260994177E+00,+681.45651793E-03,+8.67428718342E+00
-4.63400E-06,-7.99192362425E+00,+681.54354194E-03,+8.67368495190E+00
-4.60900E-06,-7.99243589376E+00,+681.92525659E-03,+8.67458040061E+00
-4.58400E-06,-7.99073498714E+00,+681.92525659E-03,+8.67288799851E+00
-4.55900E-06,-7.99230533891E+00,+683.90901950E-03,+8.67642434264E+00
-4.53400E-06,-7.99325276613E+00,+684.11853291E-03,+8.67759991264E+00
-4.50900E-06,-7.99317942325E+00,+683.93265053E-03,+8.67733115873E+00
-4.48400E-06,-7.99186023128E+00,+683.71816218E-03,+8.67579155751E+00
-4.45900E-06,-7.99406963851E+00,+685.06596013E-03,+8.67935539076E+00
-4.43400E-06,-7.99241976285E+00,+686.55049395E-03,+8.67919087562E+00
-4.40900E-06,-7.99323045422E+00,+686.48212602E-03,+8.67993428167E+00
-4.38400E-06,-7.99645686265E+00,+687.64713211E-03,+8.68432335899E+00
-4.35900E-06,-7.99458432011E+00,+686.25648170E-03,+8.68106387827E+00
-4.33400E-06,-7.99489269188E+00,+688.46091398E-03,+8.68357672203E+00
-4.30900E-06,-7.99701639422E+00,+689.51967464E-03,+8.68674327274E+00
-4.28400E-06,-7.99701021322E+00,+688.99183956E-03,+8.68621192673E+00
-4.25900E-06,-7.99677141542E+00,+689.89950484E-03,+8.68687744989E+00
-4.23400E-06,-7.99809060740E+00,+691.34736722E-03,+8.68965508305E+00
-4.20900E-06,-7.99858674599E+00,+691.72101641E-03,+8.69052052191E+00
-4.18400E-06,-7.99701639422E+00,+692.34582541E-03,+8.68957970684E+00
-4.15900E-06,-7.99669566044E+00,+693.54252799E-03,+8.69045129580E+00
-4.13400E-06,-7.99858674599E+00,+693.80725584E-03,+8.69262074421E+00
-4.10900E-06,-7.99599079991E+00,+694.48807076E-03,+8.69069359773E+00
-4.08400E-06,-7.99772125475E+00,+695.48961946E-03,+8.69342680439E+00
-4.05900E-06,-7.99947319234E+00,+696.50164571E-03,+8.69619745774E+00
-4.03400E-06,-7.99858674599E+00,+696.52595514E-03,+8.69532585004E+00
-4.00900E-06,-7.99858674599E+00,+697.62877430E-03,+8.69642315511E+00
-3.98400E-06,-7.99989116386E+00,+698.99967564E-03,+8.69910744458E+00
-3.95900E-06,-7.99858674599E+00,+697.68787073E-03,+8.69648379358E+00
-3.93400E-06,-8.00098874424E+00,+700.21544887E-03,+8.70142997045E+00
-3.90900E-06,-7.99920725844E+00,+699.67404574E-03,+8.69910002415E+00
-3.88400E-06,-7.99998410504E+00,+700.68298148E-03,+8.70088773989E+00
-3.85900E-06,-8.00060461749E+00,+700.76947784E-03,+8.70158730891E+00
-3.83400E-06,-7.99878310592E+00,+701.55465373E-03,+8.70055225014E+00
-3.80900E-06,-8.00010229789E+00,+703.09760556E-03,+8.70342059256E+00
-3.78400E-06,-8.00172744953E+00,+703.75720155E-03,+8.70569476844E+00
-3.75900E-06,-8.00071421723E+00,+703.40356524E-03,+8.70433473416E+00
-3.73400E-06,-8.00168124276E+00,+703.12500550E-03,+8.70501975763E+00
-3.70900E-06,-8.00278688860E+00,+704.95081362E-03,+8.70796096840E+00
-3.68400E-06,-8.00015709776E+00,+704.82523372E-03,+8.70519496043E+00
-3.65900E-06,-8.00328920820E+00,+705.48912626E-03,+8.70899639748E+00
-3.63400E-06,-8.00172744953E+00,+707.71477747E-03,+8.70965697056E+00
-3.60900E-06,-8.00213200375E+00,+707.83606081E-03,+8.71018785485E+00
-3.58400E-06,-8.00180802871E+00,+708.20850396E-03,+8.71022840471E+00
-3.55900E-06,-8.00272349563E+00,+708.62123670E-03,+8.71156544878E+00
-3.53400E-06,-8.00205059541E+00,+708.45966376E-03,+8.71071966258E+00
-3.50900E-06,-8.00329780130E+00,+710.15559543E-03,+8.71367249854E+00
-3.48400E-06,-8.00208579698E+00,+711.58276652E-03,+8.71388658947E+00
-3.45900E-06,-8.00486815308E+00,+710.83708875E-03,+8.71591977477E+00
-3.43400E-06,-8.00261630798E+00,+710.87308179E-03,+8.71370831162E+00
-3.40900E-06,-8.00359275577E+00,+712.54711613E-03,+8.71636004119E+00
-3.38400E-06,-8.00329780130E+00,+712.74038555E-03,+8.71625037420E+00
-3.35900E-06,-8.00186282858E+00,+714.11746790E-03,+8.71618886853E+00
-3.33400E-06,-8.00498393382E+00,+714.00168715E-03,+8.71920147576E+00
-3.30900E-06,-8.00764191607E+00,+714.30093817E-03,+8.72216833695E+00
-3.28400E-06,-8.00610435377E+00,+715.21169396E-03,+8.72152985992E+00
-3.25900E-06,-8.00503632160E+00,+715.95428122E-03,+8.72120994699E+00
-3.23400E-06,-8.00643850485E+00,+717.48313735E-03,+8.72413723098E+00
-3.20900E-06,-8.00643850485E+00,+716.57238157E-03,+8.72323102897E+00
-3.18400E-06,-8.00633372930E+00,+718.06954121E-03,+8.72461645115E+00
-3.15900E-06,-8.00643850485E+00,+718.98029700E-03,+8.72562690484E+00
-3.13400E-06,-8.00643850485E+00,+718.82852321E-03,+8.72547588992E+00
-3.10900E-06,-8.00800885662E+00,+718.82852321E-03,+8.72706280400E+00
-3.08400E-06,-8.00957920839E+00,+720.14221258E-03,+8.72993242496E+00
-3.05900E-06,-8.00643850485E+00,+720.39887498E-03,+8.72706280400E+00
-3.03400E-06,-8.00799785142E+00,+721.17304567E-03,+8.72938448259E+00
-3.00900E-06,-8.00848916581E+00,+721.84914945E-03,+8.73054996844E+00
-2.98400E-06,-8.00791244804E+00,+722.75440264E-03,+8.73088076593E+00
-2.95900E-06,-8.00718097904E+00,+721.96922675E-03,+8.72936406586E+00
-2.93400E-06,-8.00957920839E+00,+724.03639552E-03,+8.73383155108E+00
-2.90900E-06,-8.00833441459E+00,+723.86513650E-03,+8.73242257851E+00
-2.88400E-06,-8.01100076381E+00,+724.36195350E-03,+8.73556992892E+00
-2.85900E-06,-8.01079603691E+00,+724.50151603E-03,+8.73550509038E+00
-2.83400E-06,-8.00843677804E+00,+725.89510618E-03,+8.73454424999E+00
-2.80900E-06,-8.01136174949E+00,+726.78637673E-03,+8.73835526727E+00
-2.78400E-06,-8.01207980118E+00,+727.46545795E-03,+8.73975597213E+00
-2.75900E-06,-8.00996815934E+00,+726.87475754E-03,+8.73706714157E+00
-2.73400E-06,-8.01128735131E+00,+728.38842499E-03,+8.73988797893E+00
-2.70900E-06,-8.01260654328E+00,+728.30731816E-03,+8.74114038297E+00
-2.68400E-06,-8.01235538348E+00,+729.03580972E-03,+8.74161142333E+00
-2.65900E-06,-8.01176524841E+00,+728.25063384E-03,+8.74023381415E+00
-2.63400E-06,-8.01185306388E+00,+729.82098561E-03,+8.74189853261E+00
-2.60900E-06,-8.01429026370E+00,+731.39133738E-03,+8.74588604647E+00
-2.58400E-06,-8.01135074428E+00,+730.90793768E-03,+8.74248024193E+00
-2.55900E-06,-8.01276988760E+00,+732.93670131E-03,+8.74591168633E+00
-2.53400E-06,-8.01429026370E+00,+732.50998594E-03,+8.74701883414E+00
-2.50900E-06,-8.01420372965E+00,+732.96168915E-03,+8.74737827271E+00
-2.48400E-06,-8.01352336700E+00,+734.13031339E-03,+8.74787267946E+00
-2.45900E-06,-8.01429026370E+00,+733.21955760E-03,+8.74772953967E+00
-2.43400E-06,-8.01455484080E+00,+734.53204092E-03,+8.74929871480E+00
-2.40900E-06,-8.01430368100E+00,+736.08897539E-03,+8.75059796060E+00
-2.38400E-06,-8.01695548225E+00,+735.43608806E-03,+8.75260759787E+00
-2.35900E-06,-8.01537171317E+00,+736.64311743E-03,+8.75222883711E+00
-2.33400E-06,-8.01577038790E+00,+736.84245479E-03,+8.75281855164E+00
-2.30900E-06,-8.01726392939E+00,+738.66396636E-03,+8.75614534827E+00
-2.28400E-06,-8.01586061547E+00,+738.62190539E-03,+8.75469178984E+00
-2.25900E-06,-8.01578380520E+00,+739.20469110E-03,+8.75519523540E+00
-2.23400E-06,-8.01463896275E+00,+740.02827212E-03,+8.75487829087E+00
-2.20900E-06,-8.01772479104E+00,+741.59862389E-03,+8.75955069226E+00
-2.18400E-06,-8.01586061547E+00,+741.26028933E-03,+8.75734139594E+00
-2.15900E-06,-8.01743096724E+00,+741.59862389E-03,+8.75924053886E+00
-2.13400E-06,-8.01586061547E+00,+740.61531669E-03,+8.75669964817E+00
-2.10900E-06,-8.01872091252E+00,+742.45390140E-03,+8.76139726988E+00
-2.08400E-06,-8.02034975769E+00,+743.89867327E-03,+8.76445769858E+00
-2.05900E-06,-8.02020955444E+00,+744.37721108E-03,+8.76479434147E+00
-2.03400E-06,-8.01865751954E+00,+745.52450332E-03,+8.76440115705E+00
-2.00900E-06,-8.02041315066E+00,+745.17154541E-03,+8.76579825716E+00
-1.98400E-06,-8.01900131901E+00,+745.97925934E-03,+8.76519325528E+00
-1.95900E-06,-8.01920491524E+00,+747.09485509E-03,+8.76652319533E+00
-1.93400E-06,-8.01595574262E+00,+746.30967921E-03,+8.76248460448E+00
-1.90900E-06,-8.02027294741E+00,+749.15165937E-03,+8.76963240763E+00
-1.88400E-06,-8.01798085042E+00,+748.39026527E-03,+8.76659418397E+00
-1.85900E-06,-8.01977062781E+00,+749.08159544E-03,+8.76906288601E+00
-1.83400E-06,-8.02108981978E+00,+749.97648413E-03,+8.77129031035E+00
-1.80900E-06,-8.01953529741E+00,+750.88723992E-03,+8.77062949938E+00
-1.78400E-06,-8.01901714841E+00,+751.00490512E-03,+8.77022686715E+00
-1.75900E-06,-8.02190669216E+00,+752.35575589E-03,+8.77447047378E+00
-1.73400E-06,-8.02165553236E+00,+752.59108629E-03,+8.77445472353E+00
-1.70900E-06,-8.02140437256E+00,+752.59108629E-03,+8.77420481952E+00
-1.68400E-06,-8.02097893861E+00,+753.66703316E-03,+8.77486745279E+00
-1.65900E-06,-8.02214202256E+00,+754.94661395E-03,+8.77730694538E+00
-1.63400E-06,-8.02512428135E+00,+754.90700276E-03,+8.78025806217E+00
-1.60900E-06,-8.02197008513E+00,+757.13020418E-03,+8.77930853993E+00
-1.58400E-06,-8.02286617988E+00,+755.52024122E-03,+8.77859824106E+00
-1.55900E-06,-8.02325995503E+00,+758.19823635E-03,+8.78166858398E+00
-1.53400E-06,-8.02186154068E+00,+758.40978496E-03,+8.78048374782E+00
-1.50900E-06,-8.02214202256E+00,+758.08731749E-03,+8.78045635949E+00
-1.48400E-06,-8.02385498968E+00,+759.51505391E-03,+8.78358135953E+00
-1.45900E-06,-8.02214202256E+00,+759.60339703E-03,+8.78196485864E+00
-1.43400E-06,-8.02250172681E+00,+759.83752138E-03,+8.78255571811E+00
-1.40900E-06,-8.02563134977E+00,+759.65766926E-03,+8.78550565715E+00
-1.38400E-06,-8.02300404641E+00,+760.87385707E-03,+8.78408668013E+00
-1.35900E-06,-8.02351352692E+00,+760.90001327E-03,+8.78462674620E+00
-1.33400E-06,-8.02412439097E+00,+762.69536864E-03,+8.78703824107E+00
-1.30900E-06,-8.02375752580E+00,+763.56097295E-03,+8.78753448651E+00
-1.28400E-06,-8.02626045532E+00,+764.70943354E-03,+8.79118742705E+00
-1.25900E-06,-8.02371237433E+00,+764.09498904E-03,+8.78802090680E+00
-1.23400E-06,-8.02528272610E+00,+765.15390046E-03,+8.79066143776E+00
-1.20900E-06,-8.02528272610E+00,+765.41418101E-03,+8.79092041691E+00
-1.18400E-06,-8.02609092999E+00,+766.85895288E-03,+8.79316631616E+00
-1.15900E-06,-8.02683483637E+00,+765.93907634E-03,+8.79298703751E+00
-1.13400E-06,-8.02685307787E+00,+767.62588727E-03,+8.79468718583E+00
-1.10900E-06,-8.02576680420E+00,+767.81052590E-03,+8.79378643781E+00
-1.08400E-06,-8.02528272610E+00,+769.12971787E-03,+8.79463035953E+00
-1.05900E-06,-8.02528272610E+00,+769.57297874E-03,+8.79507375608E+00
-1.03400E-06,-8.02775784110E+00,+769.86495577E-03,+8.79783609134E+00
-1.00900E-06,-8.02668980893E+00,+770.65013166E-03,+8.79755338017E+00
-984.00E-09,-8.02702260320E+00,+770.81965698E-03,+8.79805709292E+00
-959.00E-09,-8.02643239274E+00,+772.58497419E-03,+8.79924156228E+00
-934.00E-09,-8.02685307787E+00,+772.55640589E-03,+8.79962428990E+00
-909.00E-09,-8.02620573082E+00,+773.32933284E-03,+8.79975314665E+00
-884.00E-09,-8.02606070338E+00,+773.79083520E-03,+8.80007194394E+00
-859.00E-09,-8.02557278099E+00,+773.93586265E-03,+8.79971476361E+00
-834.00E-09,-8.02538885845E+00,+775.30812079E-03,+8.80091931689E+00
-809.00E-09,-8.02564001825E+00,+776.93153874E-03,+8.80278452176E+00
-784.00E-09,-8.02781497769E+00,+777.71671463E-03,+8.80574481096E+00
-759.00E-09,-8.02842342964E+00,+776.93153874E-03,+8.80557843017E+00
-734.00E-09,-8.02953420119E+00,+779.28706640E-03,+8.80902739791E+00
-709.00E-09,-8.02726991871E+00,+778.60610072E-03,+8.80609687598E+00
-684.00E-09,-8.02850890840E+00,+778.52326020E-03,+8.80724790886E+00
-659.00E-09,-8.02842342964E+00,+779.43401599E-03,+8.80806839505E+00
-634.00E-09,-8.03053884039E+00,+781.12994766E-03,+8.81188509485E+00
-609.00E-09,-8.02919756264E+00,+781.64259405E-03,+8.81106060664E+00
-584.00E-09,-8.02999378141E+00,+782.42776994E-03,+8.81263409434E+00
-559.00E-09,-8.03156413318E+00,+783.34885252E-03,+8.81513748560E+00
-534.00E-09,-8.03001443501E+00,+784.77297080E-03,+8.81501253360E+00
-509.00E-09,-8.03133362698E+00,+784.78329760E-03,+8.81633540479E+00
-484.00E-09,-8.02733474387E+00,+785.26496360E-03,+8.81281884808E+00
-459.00E-09,-8.02926095561E+00,+785.56847348E-03,+8.81504295362E+00
-434.00E-09,-8.03058014758E+00,+786.64683245E-03,+8.81743990998E+00
-409.00E-09,-8.03032898778E+00,+787.42119158E-03,+8.81796049331E+00
-384.00E-09,-8.02850747621E+00,+788.66715374E-03,+8.81738782164E+00
-359.00E-09,-8.03016089464E+00,+788.00755775E-03,+8.81837927307E+00
-334.00E-09,-8.03156413318E+00,+789.28521640E-03,+8.82106858176E+00
-309.00E-09,-8.03223356601E+00,+791.06470468E-03,+8.82350525829E+00
-284.00E-09,-8.03340531844E+00,+791.84988057E-03,+8.82546671431E+00
-259.00E-09,-8.03076693449E+00,+792.04918024E-03,+8.82302551310E+00
-234.00E-09,-8.03156413318E+00,+793.34651256E-03,+8.82513169332E+00
-209.00E-09,-8.03135669268E+00,+792.58319633E-03,+8.82414366851E+00
-184.00E-09,-8.03399507662E+00,+792.88791226E-03,+8.82709094969E+00
-159.00E-09,-8.36263382987E+00,+533.49852131E-03,+8.89634137983E+00
-134.00E-09,-8.13423444505E+00,+699.03736469E-03,+8.83348223682E+00
-109.00E-09,-7.99036412693E+00,+820.85687757E-03,+8.81143955021E+00
-84.00E-09,-7.94057825459E+00,+874.62048946E-03,+8.81542181516E+00
-59.00E-09,-7.51758723718E+00,+1.30826295878E+00,+8.82606883801E+00
-34.00E-09,-5.16255262865E+00,+3.53893329008E+00,+8.70170521079E+00
-9.00E-09,-990.91816140E-03,+7.67513621025E+00,+8.66627655474E+00
+16.00E-09,+13.66085937160E+00,+21.24983891368E+00,+7.58921918546E+00
+41.00E-09,+11.54627861218E+00,+20.25031246115E+00,+8.70424422529E+00
+66.00E-09,+10.27718827169E+00,+19.20479395332E+00,+8.92780809158E+00
+91.00E-09,+9.95707101163E+00,+18.84645133261E+00,+8.88959869567E+00
+116.00E-09,+9.84653982016E+00,+18.71079613343E+00,+8.86448178366E+00
+141.00E-09,+9.79506917211E+00,+18.64364955605E+00,+8.84879793327E+00
+166.00E-09,+9.74901760577E+00,+18.59576784736E+00,+8.84697339545E+00
+191.00E-09,+9.71929949186E+00,+18.56489482802E+00,+8.84581290890E+00
+216.00E-09,+9.71184052824E+00,+18.55163329664E+00,+8.84001493987E+00
+241.00E-09,+9.70555912115E+00,+18.54227789562E+00,+8.83693190183E+00
+266.00E-09,+9.70274781987E+00,+18.53636912013E+00,+8.83382550091E+00
+291.00E-09,+9.69729150137E+00,+18.53149004705E+00,+8.83441780883E+00
+316.00E-09,+9.69323261730E+00,+18.52392856923E+00,+8.83091477929E+00
+341.00E-09,+9.69234413574E+00,+18.52190655193E+00,+8.82977263639E+00
+366.00E-09,+9.69379832987E+00,+18.51858218967E+00,+8.82500159905E+00
+391.00E-09,+9.68828525167E+00,+18.51633539491E+00,+8.82825778557E+00
+416.00E-09,+9.68965298713E+00,+18.51567579893E+00,+8.82624216579E+00
+441.00E-09,+9.69107348726E+00,+18.51719549662E+00,+8.82633929234E+00
+466.00E-09,+9.69299630699E+00,+18.51562514485E+00,+8.82283917262E+00
+491.00E-09,+9.69371187120E+00,+18.51591331529E+00,+8.82241391581E+00
+516.00E-09,+9.69549546759E+00,+18.51664252294E+00,+8.82136479901E+00
+541.00E-09,+9.69970420331E+00,+18.51965764659E+00,+8.82017383970E+00
+566.00E-09,+9.70395085420E+00,+18.52035515775E+00,+8.81662134687E+00
+591.00E-09,+9.70841074972E+00,+18.52097683856E+00,+8.81277790914E+00
+616.00E-09,+9.71184052824E+00,+18.52242161043E+00,+8.81080282751E+00
+641.00E-09,+9.71184052824E+00,+18.52543673407E+00,+8.81380287556E+00
+666.00E-09,+9.71812193532E+00,+18.52609633006E+00,+8.80818475941E+00
+691.00E-09,+9.71784529773E+00,+18.52661760725E+00,+8.80898298548E+00
+716.00E-09,+9.71969228709E+00,+18.52585790916E+00,+8.80638503059E+00
+741.00E-09,+9.72126263886E+00,+18.52886029390E+00,+8.80780990341E+00
+766.00E-09,+9.72488018421E+00,+18.52849629310E+00,+8.80382385090E+00
+791.00E-09,+9.72440334241E+00,+18.52860913410E+00,+8.80441058530E+00
+816.00E-09,+9.72852320735E+00,+18.53103306738E+00,+8.80272313327E+00
+841.00E-09,+9.73102478006E+00,+18.53088351724E+00,+8.80008526603E+00
+866.00E-09,+9.73225510126E+00,+18.53294344972E+00,+8.80091072925E+00
+891.00E-09,+9.73398774206E+00,+18.53438822159E+00,+8.80062177657E+00
+916.00E-09,+9.74085031423E+00,+18.53546126640E+00,+8.79482131962E+00
+941.00E-09,+9.74505904994E+00,+18.54075077319E+00,+8.79590059159E+00
+966.00E-09,+9.74704285054E+00,+18.54199383329E+00,+8.79516745954E+00
+991.00E-09,+9.74993239429E+00,+18.54368976496E+00,+8.79396557818E+00
+1.01600E-06,+9.75565811408E+00,+18.54538569663E+00,+8.78993389213E+00
+1.04100E-06,+9.75875328926E+00,+18.54698273224E+00,+8.78844241355E+00
+1.06600E-06,+9.76331208083E+00,+18.54799238408E+00,+8.78489051019E+00
+1.09100E-06,+9.76620162457E+00,+18.54987227599E+00,+8.78388046432E+00
+1.11600E-06,+9.76837319200E+00,+18.55059907154E+00,+8.78244291630E+00
+1.14100E-06,+9.76994354377E+00,+18.55197664384E+00,+8.78225110073E+00
+1.16600E-06,+9.77465459908E+00,+18.55252841147E+00,+8.77808819539E+00
+1.19100E-06,+9.77465459908E+00,+18.55329583582E+00,+8.77885178262E+00
+1.21600E-06,+9.77593828797E+00,+18.55488393913E+00,+8.77915913168E+00
+1.24100E-06,+9.77936565439E+00,+18.55564755688E+00,+8.77649588356E+00
+1.26600E-06,+9.78328772723E+00,+18.55723946678E+00,+8.77416131883E+00
+1.29100E-06,+9.78356677692E+00,+18.55880981855E+00,+8.77546233537E+00
+1.31600E-06,+9.78620516087E+00,+18.55959499444E+00,+8.77360222237E+00
+1.34100E-06,+9.79192846856E+00,+18.56120718105E+00,+8.76948767640E+00
+1.36600E-06,+9.79327555043E+00,+18.56408277985E+00,+8.77103253122E+00
+1.39100E-06,+9.79726101624E+00,+18.56611361638E+00,+8.76907063691E+00
+1.41600E-06,+9.80135057919E+00,+18.56744675330E+00,+8.76632061709E+00
+1.44100E-06,+9.80292093096E+00,+18.56852873041E+00,+8.76581949891E+00
+1.46600E-06,+9.80640407717E+00,+18.57137263272E+00,+8.76517422256E+00
+1.49100E-06,+9.81077268982E+00,+18.57220345004E+00,+8.76165411618E+00
+1.51600E-06,+9.81391339336E+00,+18.57286304603E+00,+8.75916100008E+00
+1.54100E-06,+9.81664306017E+00,+18.57294298449E+00,+8.75652452036E+00
+1.56600E-06,+9.81928664520E+00,+18.57562961042E+00,+8.75656734605E+00
+1.59100E-06,+9.81928144411E+00,+18.57497001443E+00,+8.75590600889E+00
+1.61600E-06,+9.82409418447E+00,+18.57745112199E+00,+8.75357183440E+00
+1.64100E-06,+9.82773720761E+00,+18.57773137773E+00,+8.75020387148E+00
+1.66600E-06,+9.82519530763E+00,+18.57917614960E+00,+8.75419111932E+00
+1.69100E-06,+9.82961691107E+00,+18.58000956746E+00,+8.75059796060E+00
+1.71600E-06,+9.83432796638E+00,+18.58109414513E+00,+8.74698961532E+00
+1.74100E-06,+9.83517792974E+00,+18.58236509512E+00,+8.74740849703E+00
+1.76600E-06,+9.83763133584E+00,+18.58417006120E+00,+8.74674618017E+00
+1.79100E-06,+9.84196165642E+00,+18.58539676425E+00,+8.74365078567E+00
+1.81600E-06,+9.84528733780E+00,+18.58786132632E+00,+8.74279397195E+00
+1.84100E-06,+9.84689078055E+00,+18.58893075299E+00,+8.74226262594E+00
