x-axis,1,2,F1
second,Volt,Volt,Volt
-10.43400E-06,+10.15836820381E+00,+18.61977965133E+00,+8.46163712394E+00
-10.40900E-06,+10.15782043122E+00,+18.61912005535E+00,+8.46152976441E+00
-10.38400E-06,+10.16087022879E+00,+18.61615038469E+00,+8.45549688342E+00
-10.35900E-06,+10.15856795575E+00,+18.61496872005E+00,+8.45661757832E+00
-10.33400E-06,+10.15690669800E+00,+18.61377213054E+00,+8.45708062987E+00
-10.30900E-06,+10.15695810586E+00,+18.61290980518E+00,+8.45616436247E+00
-10.28400E-06,+10.15782043122E+00,+18.61220177877E+00,+8.45460186244E+00
-10.25900E-06,+10.15782043122E+00,+18.61063142700E+00,+8.45303936242E+00
-10.23400E-06,+10.15939078300E+00,+18.61063142700E+00,+8.45145244833E+00
-10.20900E-06,+10.20636392187E+00,+18.65089376749E+00,+8.44475300237E+00
-10.18400E-06,+10.26027968444E+00,+18.69385475671E+00,+8.43380196215E+00
-10.15900E-06,+5.20913221848E+00,+14.25153492621E+00,+8.99497857434E+00
-10.13400E-06,-4.84294876881E+00,+4.31812551195E+00,+9.08751202812E+00
-10.10900E-06,-7.89791727017E+00,+859.12154789E-03,+8.75725863798E+00
-10.08400E-06,-8.05720647834E+00,+454.34067125E-03,+8.51176677129E+00
-10.05900E-06,-8.01696550753E+00,+438.91130365E-03,+8.45609352969E+00
-10.03400E-06,-7.99998712017E+00,+450.83845438E-03,+8.45104458594E+00
-10.00900E-06,-7.98462694966E+00,+463.88086165E-03,+8.44872424331E+00
-9.98400E-06,-7.97041486286E+00,+477.59062885E-03,+8.44822053056E+00
-9.95900E-06,-7.95932795171E+00,+492.10109983E-03,+8.45164748193E+00
-9.93400E-06,-7.95124056095E+00,+499.45053909E-03,+8.45090931542E+00
-9.90900E-06,-7.94673408177E+00,+506.82327017E-03,+8.45378174540E+00
-9.88400E-06,-7.94362443400E+00,+512.32726531E-03,+8.45616436247E+00
-9.85900E-06,-7.93629052263E+00,+520.97260471E-03,+8.45749364743E+00
-9.83400E-06,-7.92945893086E+00,+529.23279975E-03,+8.45891510769E+00
-9.80900E-06,-7.92423002806E+00,+534.86237480E-03,+8.45931377658E+00
-9.78400E-06,-7.92291083609E+00,+537.75191854E-03,+8.46087627660E+00
-9.75900E-06,-7.91697631898E+00,+542.97305739E-03,+8.46016720938E+00
-9.73400E-06,-7.91535810212E+00,+546.77335692E-03,+8.46236205157E+00
-9.70900E-06,-7.91287884133E+00,+550.34642919E-03,+8.46344332865E+00
-9.68400E-06,-7.91064704681E+00,+553.15641136E-03,+8.46402569071E+00
-9.65900E-06,-7.90716314682E+00,+555.81872785E-03,+8.46320821512E+00
-9.63400E-06,-7.90750634327E+00,+559.07540059E-03,+8.46680886458E+00
-9.60900E-06,-7.90615850762E+00,+560.22299433E-03,+8.46659257400E+00
-9.58400E-06,-7.90921659678E+00,+561.07812109E-03,+8.47051108324E+00
-9.55900E-06,-7.90632705303E+00,+563.95334299E-03,+8.47049465798E+00
-9.53400E-06,-7.90750634327E+00,+564.14887376E-03,+8.47188701895E+00
-9.50900E-06,-7.90886028454E+00,+564.82584440E-03,+8.47391830109E+00
-9.48400E-06,-7.90763923484E+00,+566.71730683E-03,+8.47458145702E+00
-9.45900E-06,-7.90733169223E+00,+569.64510496E-03,+8.47720369003E+00
-9.43400E-06,-7.90601250026E+00,+570.50678961E-03,+8.47675118552E+00
-9.40900E-06,-7.90783401183E+00,+573.40715011E-03,+8.48147386233E+00
-9.38400E-06,-7.90552329645E+00,+575.34768368E-03,+8.48109011634E+00
-9.35900E-06,-7.90667635511E+00,+577.08186973E-03,+8.48397833994E+00
-9.33400E-06,-7.90495758388E+00,+579.60778957E-03,+8.48478145280E+00
-9.30900E-06,-7.90522185946E+00,+581.42274324E-03,+8.48687099915E+00
-9.28400E-06,-7.90123805197E+00,+582.98653712E-03,+8.48444237237E+00
-9.25900E-06,-7.90148921177E+00,+583.77827090E-03,+8.48548416015E+00
-9.23400E-06,-7.90122493618E+00,+584.56344678E-03,+8.48599834729E+00
-9.20900E-06,-7.90122493618E+00,+585.75050096E-03,+8.48720388026E+00
-9.18400E-06,-7.90279528796E+00,+584.83974518E-03,+8.48786017828E+00
-9.15900E-06,-7.90436563973E+00,+586.61753745E-03,+8.49121130929E+00
-9.13400E-06,-7.90588571431E+00,+586.10865996E-03,+8.49222135515E+00
-9.10900E-06,-7.90476740495E+00,+587.80459163E-03,+8.49279999410E+00
-9.08400E-06,-7.90750634327E+00,+588.48932621E-03,+8.49622783963E+00
-9.05900E-06,-7.90853744018E+00,+589.70807688E-03,+8.49846898685E+00
-9.03400E-06,-7.90846070528E+00,+590.84485387E-03,+8.49952117987E+00
-9.00900E-06,-7.90944152500E+00,+591.63002975E-03,+8.50130275957E+00
-8.98400E-06,-7.90739267311E+00,+591.80053500E-03,+8.49940939058E+00
-8.95900E-06,-7.90750634327E+00,+593.20038153E-03,+8.50093975376E+00
-8.93400E-06,-7.90750634327E+00,+596.14676035E-03,+8.50387140071E+00
-8.90900E-06,-7.90686653403E+00,+596.80635633E-03,+8.50389108852E+00
-8.88400E-06,-7.90750634327E+00,+597.57174547E-03,+8.50528926092E+00
-8.85900E-06,-7.90593599150E+00,+598.91072419E-03,+8.50505904473E+00
-8.83400E-06,-7.90732928013E+00,+599.57032018E-03,+8.50712607900E+00
-8.80900E-06,-7.90743224660E+00,+601.05214038E-03,+8.50870294176E+00
-8.78400E-06,-7.90501615265E+00,+599.64441684E-03,+8.50487888598E+00
-8.75900E-06,-7.90808275953E+00,+601.62855664E-03,+8.50993269778E+00
-8.73400E-06,-7.90833391933E+00,+601.00974020E-03,+8.50955791795E+00
-8.70900E-06,-7.90956831095E+00,+601.29794834E-03,+8.51108054780E+00
-8.68400E-06,-7.91282592591E+00,+602.50226410E-03,+8.51555387726E+00
-8.65900E-06,-7.91378775035E+00,+601.83731627E-03,+8.51585674617E+00
-8.63400E-06,-7.91247926207E+00,+602.75342390E-03,+8.51544598451E+00
-8.60900E-06,-7.91430077364E+00,+603.93633228E-03,+8.51845572529E+00
-8.58400E-06,-7.91382973595E+00,+605.36011135E-03,+8.51941623638E+00
-8.55900E-06,-7.91434275924E+00,+605.76319569E-03,+8.52032385872E+00
-8.53400E-06,-7.91475040395E+00,+606.21896932E-03,+8.52119874539E+00
-8.50900E-06,-7.91232277715E+00,+607.35989211E-03,+8.51989487998E+00
-8.48400E-06,-7.91438316189E+00,+607.43278272E-03,+8.52204416948E+00
-8.45900E-06,-7.91378775035E+00,+609.68907512E-03,+8.52369366035E+00
-8.43400E-06,-7.91378775035E+00,+611.25942689E-03,+8.52525616037E+00
-8.40900E-06,-7.91316934849E+00,+610.78345194E-03,+8.52416725543E+00
-8.38400E-06,-7.91656121184E+00,+612.22822381E-03,+8.52900412157E+00
-8.35900E-06,-7.91535810212E+00,+611.31746802E-03,+8.52690082538E+00
-8.33400E-06,-7.91836372813E+00,+612.89731743E-03,+8.53148778751E+00
-8.30900E-06,-7.91654221656E+00,+612.82977866E-03,+8.52958376835E+00
-8.28400E-06,-7.91879436316E+00,+613.93365312E-03,+8.53294742339E+00
-8.25900E-06,-7.91829204356E+00,+613.17067608E-03,+8.53167463894E+00
-8.23400E-06,-7.92277922594E+00,+614.40013043E-03,+8.53740092088E+00
-8.20900E-06,-7.92042810791E+00,+615.00583109E-03,+8.53566423057E+00
-8.18400E-06,-7.92156782464E+00,+615.18530632E-03,+8.53697682659E+00
-8.15900E-06,-7.91882165003E+00,+616.13190439E-03,+8.53516685307E+00
-8.13400E-06,-7.92179116993E+00,+617.75200570E-03,+8.53976184502E+00
-8.10900E-06,-7.92238469702E+00,+617.54083398E-03,+8.54014494999E+00
-8.08400E-06,-7.92320986098E+00,+619.35819975E-03,+8.54278709581E+00
-8.05900E-06,-7.92163950921E+00,+619.89636163E-03,+8.54176006687E+00
-8.03400E-06,-7.92007744903E+00,+620.67324593E-03,+8.54097881686E+00
-8.00900E-06,-7.92295040959E+00,+620.81126321E-03,+8.54397473983E+00
-7.98400E-06,-7.92163950921E+00,+621.72201900E-03,+8.54357659596E+00
-7.95900E-06,-7.92397163197E+00,+621.44330851E-03,+8.54563158434E+00
-7.93400E-06,-7.92680607433E+00,+621.51766899E-03,+8.54853841409E+00
-7.90900E-06,-7.92508647393E+00,+622.25188929E-03,+8.54755796089E+00
-7.88400E-06,-7.92635056452E+00,+623.76713968E-03,+8.55034696259E+00
-7.85900E-06,-7.92752879946E+00,+620.87759593E-03,+8.54862065291E+00
-7.83400E-06,-7.92949126806E+00,+622.58984696E-03,+8.55230141303E+00
-7.80900E-06,-7.92792091629E+00,+622.60107830E-03,+8.55075008819E+00
-7.78400E-06,-7.93044080588E+00,+623.51183408E-03,+8.55417834270E+00
-7.75900E-06,-7.92949126806E+00,+624.60741695E-03,+8.55430889518E+00
-7.73400E-06,-7.93251347725E+00,+624.72591131E-03,+8.55745830929E+00
-7.70900E-06,-7.92962393350E+00,+624.60741695E-03,+8.55444295983E+00
-7.68400E-06,-7.93186432113E+00,+626.17776872E-03,+8.55825699708E+00
-7.65900E-06,-7.93356733834E+00,+625.86027620E-03,+8.55965013619E+00
-7.63400E-06,-7.93085968193E+00,+626.96294460E-03,+8.55804926836E+00
-7.60900E-06,-7.93219892447E+00,+628.10024924E-03,+8.56052047708E+00
-7.58400E-06,-7.93142539450E+00,+627.74812049E-03,+8.55938559289E+00
-7.55900E-06,-7.93263197161E+00,+628.46402391E-03,+8.56132004731E+00
-7.53400E-06,-7.93545224288E+00,+628.53329637E-03,+8.56419514335E+00
-7.50900E-06,-7.93363073131E+00,+628.53329637E-03,+8.56238273932E+00
-7.48400E-06,-7.93659542701E+00,+629.31847226E-03,+8.56613827564E+00
-7.45900E-06,-7.93734302692E+00,+629.07025221E-03,+8.56663515860E+00
-7.43400E-06,-7.93650851607E+00,+628.90121684E-03,+8.56561984273E+00
-7.40900E-06,-7.93734890641E+00,+630.09776865E-03,+8.56766338757E+00
-7.38400E-06,-7.94048373046E+00,+628.00515978E-03,+8.56870438783E+00
-7.35900E-06,-7.94048373046E+00,+628.78739592E-03,+8.56948661755E+00
-7.33400E-06,-7.94048373046E+00,+630.07783115E-03,+8.57078711376E+00
-7.30900E-06,-7.94205408223E+00,+630.38356469E-03,+8.57265381866E+00
-7.28400E-06,-7.94048373046E+00,+630.25798479E-03,+8.57096636663E+00
-7.25900E-06,-7.94216910920E+00,+631.67399992E-03,+8.57405314771E+00
-7.23400E-06,-7.94362443400E+00,+631.67399992E-03,+8.57552471581E+00
-7.20900E-06,-7.94205408223E+00,+632.45917580E-03,+8.57474346580E+00
-7.18400E-06,-7.94135811632E+00,+633.24435169E-03,+8.57482140962E+00
-7.15900E-06,-7.94300120795E+00,+633.24435169E-03,+8.57646710590E+00
-7.13400E-06,-7.94713720380E+00,+632.27314267E-03,+8.57964048289E+00
-7.10900E-06,-7.94531569223E+00,+633.30480492E-03,+8.57883204846E+00
-7.08400E-06,-7.94820523598E+00,+633.17922502E-03,+8.58160472685E+00
-7.05900E-06,-7.94833548932E+00,+633.24435169E-03,+8.58179912996E+00
-7.03400E-06,-7.94770291638E+00,+633.71324110E-03,+8.58163626486E+00
-7.00900E-06,-7.94902210835E+00,+634.47139394E-03,+8.58370322296E+00
-6.98400E-06,-7.94990584109E+00,+634.37924423E-03,+8.58450849210E+00
-6.95900E-06,-7.95286224520E+00,+634.72255374E-03,+8.58779847721E+00
-6.93400E-06,-7.95154305323E+00,+635.56644916E-03,+8.58732555714E+00
-6.90900E-06,-7.95272852446E+00,+635.28185918E-03,+8.58822193400E+00
-6.88400E-06,-7.95304654463E+00,+635.09929344E-03,+8.58835671115E+00
-6.85900E-06,-7.95379655664E+00,+635.97488535E-03,+8.58998584740E+00
-6.83400E-06,-7.95461689640E+00,+637.17023112E-03,+8.59200420824E+00
-6.80900E-06,-7.95593955576E+00,+637.17023112E-03,+8.59332025432E+00
-6.78400E-06,-7.95618378078E+00,+637.16849742E-03,+8.59356153318E+00
-6.75900E-06,-7.95750297275E+00,+638.48595569E-03,+8.59620545560E+00
-6.73400E-06,-7.95725181295E+00,+638.48768939E-03,+8.59596123528E+00
-6.70900E-06,-7.95851454673E+00,+639.11905628E-03,+8.59785763362E+00
-6.68400E-06,-7.95932795171E+00,+638.96351359E-03,+8.59851611136E+00
-6.65900E-06,-7.95649833355E+00,+638.58504020E-03,+8.59530838733E+00
