x-axis,1,2
second,Volt,Volt
-184.8000E-09,+13.4569724164903E+00,+17.1554648391902E+00
-184.3000E-09,+13.4569724164903E+00,+17.1268216234166E+00
-183.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-183.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-182.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-182.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-181.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-181.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-180.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-180.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-179.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-179.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-178.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-178.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-177.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-177.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-176.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-176.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-175.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-175.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-174.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-174.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-173.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-173.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-172.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-172.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-171.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-171.3000E-09,+13.4569724164903E+00,+17.1439070503693E+00
-170.8000E-09,+13.4569724164903E+00,+17.1554648391902E+00
-170.3000E-09,+13.4569724164903E+00,+17.1268216234166E+00
-169.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-169.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-168.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-168.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-167.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-167.3000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-166.8000E-09,+13.4569724164903E+00,+17.1152638345957E+00
-166.3000E-09,+13.4569724164903E+00,+17.0866206188220E+00
